#Ex-MESA profile, from P12_MESA_Profile.data
#[Mass]                  [Pressure]              [Temperature]           [Radius]                [Density]               [E_internal]            
9.0980587e+32           8.4978418e+08           2.2800391e+05           8.4493473e+11           2.8228430e-05           6.1888014e+13          
9.0420021e+32           9.0853082e+08           2.3402381e+05           8.2223885e+11           2.9392794e-05           6.3126485e+13          
8.9859454e+32           9.5769788e+08           2.3885333e+05           7.9919502e+11           3.0347832e-05           6.4120900e+13          
8.9577330e+32           9.9251546e+08           2.4219912e+05           7.8746409e+11           3.1009939e-05           6.4810798e+13          
8.9295206e+32           1.0479460e+09           2.4740754e+05           7.7563493e+11           3.2041527e-05           6.5886435e+13          
8.8729133e+32           1.1313404e+09           2.5488623e+05           7.5157347e+11           3.3560785e-05           6.7432088e+13          
8.8163059e+32           1.2261043e+09           2.6297826e+05           7.2706761e+11           3.5234963e-05           6.9106217e+13          
8.7595160e+32           1.3076635e+09           2.6959146e+05           7.0199823e+11           3.6641713e-05           7.0475903e+13          
8.7309402e+32           1.3662460e+09           2.7421475e+05           6.8919767e+11           3.7626942e-05           7.1435596e+13          
8.7023644e+32           1.4607307e+09           2.8146648e+05           6.7625789e+11           3.9174937e-05           7.2944330e+13          
8.6452128e+32           1.6079065e+09           2.9212062e+05           6.4990907e+11           4.1521373e-05           7.5164570e+13          
8.5877029e+32           1.7383794e+09           3.0099071e+05           6.2274603e+11           4.3543286e-05           7.7014152e+13          
8.5589479e+32           1.8332175e+09           3.0722900e+05           6.0891725e+11           4.4968742e-05           7.8317208e+13          
8.5301930e+32           1.9372849e+09           3.1384393e+05           5.9490023e+11           4.6500194e-05           7.9702732e+13          
8.5012608e+32           2.0519551e+09           3.2087637e+05           5.8059624e+11           4.8151782e-05           8.1180744e+13          
8.4723287e+32           2.2416466e+09           3.3208363e+05           5.6607987e+11           5.0791561e-05           8.3545757e+13          
8.4144643e+32           2.4759664e+09           3.4486435e+05           5.3630550e+11           5.3978294e-05           8.6242286e+13          
8.3853569e+32           2.6514830e+09           3.5403688e+05           5.2098181e+11           5.6273249e-05           8.8180646e+13          
8.3562495e+32           2.8490033e+09           3.6390583e+05           5.0538421e+11           5.8787345e-05           9.0273972e+13          
8.3271421e+32           3.0726664e+09           3.7456441e+05           4.8949372e+11           6.1555422e-05           9.2549419e+13          
8.2980347e+32           3.3284337e+09           3.8615858e+05           4.7328926e+11           6.4628369e-05           9.5032172e+13          
8.2687542e+32           3.6234035e+09           3.9883665e+05           4.5664762e+11           6.8062144e-05           9.7750296e+13          
8.2394736e+32           3.8799976e+09           4.0925992e+05           4.3963681e+11           7.0977153e-05           9.9988258e+13          
8.2248334e+32           4.0648741e+09           4.1655178e+05           4.3099222e+11           7.3022242e-05           1.0155921e+14          
8.2101931e+32           4.3653600e+09           4.2804795e+05           4.2224369e+11           7.6255187e-05           1.0404777e+14          
8.1809126e+32           4.8412492e+09           4.4511843e+05           4.0439505e+11           8.1232060e-05           1.0775202e+14          
8.1514612e+32           5.2710998e+09           4.5949488e+05           3.8595978e+11           8.5595866e-05           1.1087869e+14          
8.1367355e+32           5.5867966e+09           4.6966878e+05           3.7656052e+11           8.8696088e-05           1.1310322e+14          
8.1220098e+32           6.1105728e+09           4.8590626e+05           3.6702193e+11           9.3664677e-05           1.1666841e+14          
8.0925585e+32           6.7602865e+09           5.0443582e+05           3.4745897e+11           9.9693445e-05           1.2074551e+14          
8.0778328e+32           7.2462255e+09           5.1769040e+05           3.3745669e+11           1.0402870e-04           1.2368132e+14          
8.0631071e+32           7.7956569e+09           5.3198925e+05           3.2728057e+11           1.0880173e-04           1.2685995e+14          
8.0483181e+32           8.4210858e+09           5.4747556e+05           3.1687466e+11           1.1408536e-04           1.3031608e+14          
8.0335290e+32           9.1364210e+09           5.6428024e+05           3.0627032e+11           1.1995132e-04           1.3408467e+14          
8.0187400e+32           9.9608832e+09           5.8259805e+05           2.9545379e+11           1.2650267e-04           1.3821185e+14          
8.0039510e+32           1.0680702e+10           5.9766904e+05           2.8440967e+11           1.3208732e-04           1.4161993e+14          
7.9965252e+32           1.1201521e+10           6.0823773e+05           2.7877907e+11           1.3602062e-04           1.4402091e+14          
7.9890994e+32           1.2049190e+10           6.2488963e+05           2.7308458e+11           1.4224527e-04           1.4782379e+14          
7.9742478e+32           1.3391330e+10           6.4950081e+05           2.6147910e+11           1.5183753e-04           1.5347451e+14          
7.9593962e+32           1.4601730e+10           6.7010769e+05           2.4958419e+11           1.6024378e-04           1.5822788e+14          
7.9519705e+32           1.5491114e+10           6.8466685e+05           2.4353024e+11           1.6621869e-04           1.6160686e+14          
7.9445447e+32           1.6475156e+10           7.0013083e+05           2.3739431e+11           1.7268361e-04           1.6520741e+14          
7.9371189e+32           1.7568469e+10           7.1659583e+05           2.3117248e+11           1.7970300e-04           1.6905868e+14          
7.9296931e+32           1.8788664e+10           7.3417205e+05           2.2486054e+11           1.8735010e-04           1.7319373e+14          
7.9222673e+32           2.0157137e+10           7.5298613e+05           2.1845394e+11           1.9571424e-04           1.7764724e+14          
7.9148415e+32           2.1314355e+10           7.6813558e+05           2.1194764e+11           2.0265402e-04           1.8124454e+14          
7.9111286e+32           2.2135268e+10           7.7861294e+05           2.0865766e+11           2.0747337e-04           1.8374279e+14          
7.9074157e+32           2.3447533e+10           7.9493052e+05           2.0534071e+11           2.1501017e-04           1.8764875e+14          
7.8999899e+32           2.5444546e+10           8.1844976e+05           1.9861768e+11           2.2624226e-04           1.9329067e+14          
7.8925641e+32           2.7739954e+10           8.4397689e+05           1.9177680e+11           2.3876288e-04           1.9945127e+14          
7.8851384e+32           3.0406376e+10           8.7188297e+05           1.8481070e+11           2.5284101e-04           2.0623471e+14          
7.8776714e+32           3.2751773e+10           8.9488547e+05           1.7767132e+11           2.6492540e-04           2.1184226e+14          
7.8739379e+32           3.4448716e+10           9.1097100e+05           1.7405251e+11           2.7342271e-04           2.1578941e+14          
7.8702045e+32           3.6295176e+10           9.2786665e+05           1.7039650e+11           2.8249707e-04           2.1995140e+14          
7.8664710e+32           3.8309893e+10           9.4563928e+05           1.6670194e+11           2.9221067e-04           2.2434966e+14          
7.8627375e+32           4.1617080e+10           9.7372604e+05           1.6296739e+11           3.0766623e-04           2.3135146e+14          
7.8552706e+32           4.5617360e+10           1.0050688e+06           1.5536015e+11           3.2603299e-04           2.3916545e+14          
7.8515371e+32           4.8565419e+10           1.0272063e+06           1.5149691e+11           3.3910267e-04           2.4473712e+14          
7.8478036e+32           5.1836958e+10           1.0507092e+06           1.4758702e+11           3.5327783e-04           2.5068206e+14          
7.8440701e+32           5.4571201e+10           1.0694659e+06           1.4362847e+11           3.6492689e-04           2.5543916e+14          
7.8422034e+32           5.6498575e+10           1.0823762e+06           1.4163144e+11           3.7297948e-04           2.5873064e+14          
7.8403367e+32           5.9559015e+10           1.1023825e+06           1.3962146e+11           3.8551311e-04           2.6385361e+14          
7.8366032e+32           6.4149014e+10           1.1309093e+06           1.3555888e+11           4.0396880e-04           2.7118068e+14          
7.8328697e+32           6.9339381e+10           1.1615034e+06           1.3144069e+11           4.2427534e-04           2.7908583e+14          
7.8291362e+32           7.5242556e+10           1.1944153e+06           1.2726419e+11           4.4671767e-04           2.8764178e+14          
7.8254028e+32           8.1998884e+10           1.2299384e+06           1.2302635e+11           4.7165119e-04           2.9693844e+14          
7.8216693e+32           8.7838757e+10           1.2588003e+06           1.1872399e+11           4.9273710e-04           3.0451708e+14          
7.8198026e+32           9.2029747e+10           1.2788565e+06           1.1654977e+11           5.0747938e-04           3.0982490e+14          
7.8179358e+32           9.8810560e+10           1.3102470e+06           1.1435813e+11           5.3069614e-04           3.1819347e+14          
7.8142023e+32           1.0939936e+11           1.3559670e+06           1.0991541e+11           5.6606212e-04           3.3042746e+14          
7.8104689e+32           1.1878864e+11           1.3936098e+06           1.0539639e+11           5.9663244e-04           3.4053478e+14          
7.8086021e+32           1.2562042e+11           1.4199554e+06           1.0311018e+11           6.1819529e-04           3.4767862e+14          
7.8067354e+32           1.3309761e+11           1.4476528e+06           1.0080321e+11           6.4132485e-04           3.5522798e+14          
7.8048687e+32           1.4130550e+11           1.4768159e+06           9.8474793e+10           6.6619425e-04           3.6321474e+14          
7.8030019e+32           1.5034402e+11           1.5075721e+06           9.6124216e+10           6.9300297e-04           3.7167908e+14          
7.8011352e+32           1.6033080e+11           1.5400648e+06           9.3750743e+10           7.2197684e-04           3.8067070e+14          
7.7992684e+32           1.7140515e+11           1.5744556e+06           9.1353581e+10           7.5337524e-04           3.9023952e+14          
7.7974017e+32           1.8373297e+11           1.6109272e+06           8.8931888e+10           7.8750107e-04           4.0044898e+14          
7.7955350e+32           1.9751313e+11           1.6496872e+06           8.6484753e+10           8.2471429e-04           4.1136395e+14          
7.7936682e+32           2.1298558e+11           1.6909721e+06           8.4011232e+10           8.6543506e-04           4.2306539e+14          
7.7918015e+32           2.3044197e+11           1.7350533e+06           8.1510306e+10           9.1016724e-04           4.3563913e+14          
7.7899348e+32           2.5023955e+11           1.7822449e+06           7.8980899e+10           9.5950031e-04           4.4919634e+14          
7.7880680e+32           2.7281964e+11           1.8329107e+06           7.6421865e+10           1.0141452e-03           4.6385190e+14          
7.7862013e+32           2.9873247e+11           1.8874752e+06           7.3831956e+10           1.0749548e-03           4.7975974e+14          
7.7843345e+32           3.2118625e+11           1.9316983e+06           7.1209828e+10           1.1265118e-03           4.9268509e+14          
7.7834012e+32           3.3731876e+11           1.9623873e+06           6.9887741e+10           1.1625618e-03           5.0175278e+14          
7.7824678e+32           3.5473862e+11           1.9943626e+06           6.8557086e+10           1.2008233e-03           5.1123527e+14          
7.7815344e+32           3.7358674e+11           2.0277117e+06           6.7217667e+10           1.2415075e-03           5.2116593e+14          
7.7806011e+32           4.0424230e+11           2.0799379e+06           6.5869284e+10           1.3057380e-03           5.3689214e+14          
7.7787343e+32           4.5264094e+11           2.1560985e+06           6.3140873e+10           1.4045693e-03           5.5989885e+14          
7.7768676e+32           4.9605589e+11           2.2188892e+06           6.0373770e+10           1.4909095e-03           5.7889995e+14          
7.7759342e+32           5.2783482e+11           2.2628660e+06           5.8977653e+10           1.5519773e-03           5.9239296e+14          
7.7750009e+32           5.6283062e+11           2.3081297e+06           5.7571200e+10           1.6189065e-03           6.0613975e+14          
7.7740675e+32           6.0148750e+11           2.3546863e+06           5.6155139e+10           1.6925271e-03           6.2010855e+14          
7.7731341e+32           6.4432445e+11           2.4026772e+06           5.4730392e+10           1.7736887e-03           6.3430972e+14          
7.7722008e+32           6.9194976e+11           2.4522405e+06           5.3297974e+10           1.8633614e-03           6.4876545e+14          
7.7712674e+32           7.4507872e+11           2.5035106e+06           5.1859016e+10           1.9626984e-03           6.6347660e+14          
7.7703340e+32           8.0455511e+11           2.5566191e+06           5.0414784e+10           2.0730399e-03           6.7845860e+14          
7.7694006e+32           8.7137741e+11           2.6117055e+06           4.8966681e+10           2.1959786e-03           6.9369939e+14          
7.7684673e+32           9.4673065e+11           2.6689321e+06           4.7516287e+10           2.3333548e-03           7.0920955e+14          
7.7675339e+32           1.0320255e+12           2.7284901e+06           4.6065339e+10           2.4872866e-03           7.2501404e+14          
7.7666005e+32           1.1289460e+12           2.7906021e+06           4.4615726e+10           2.6602103e-03           7.4116110e+14          
7.7656672e+32           1.2398085e+12           2.8557000e+06           4.3169453e+10           2.8554859e-03           7.5773059e+14          
7.7647287e+32           1.3353650e+12           2.9070159e+06           4.1720821e+10           3.0226855e-03           7.7039940e+14          
7.7642595e+32           1.4036637e+12           2.9420697e+06           4.1000162e+10           3.1403791e-03           7.7906711e+14          
7.7637903e+32           1.5136115e+12           2.9959650e+06           4.0281731e+10           3.3268841e-03           7.9240846e+14          
7.7628519e+32           1.6830074e+12           3.0716046e+06           3.8850864e+10           3.6116373e-03           8.1057841e+14          
7.7619135e+32           1.8304144e+12           3.1314726e+06           3.7432519e+10           3.8568474e-03           8.2453998e+14          
7.7614442e+32           1.9364180e+12           3.1724989e+06           3.6729847e+10           4.0300476e-03           8.3417475e+14          
7.7609750e+32           2.1081083e+12           3.2357679e+06           3.6031223e+10           4.3055137e-03           8.4911654e+14          
7.7600366e+32           2.3089420e+12           3.3027636e+06           3.4645211e+10           4.6263351e-03           8.6429039e+14          
7.7595674e+32           2.4539480e+12           3.3487501e+06           3.3960684e+10           4.8534159e-03           8.7479942e+14          
7.7590982e+32           2.6111495e+12           3.3961052e+06           3.3281450e+10           5.0967863e-03           8.8556181e+14          
7.7586290e+32           2.7817391e+12           3.4448835e+06           3.2607814e+10           5.3577714e-03           8.9658465e+14          
7.7581597e+32           3.0596849e+12           3.5202573e+06           3.1940082e+10           5.7742021e-03           9.1378902e+14          
7.7572213e+32           3.3886630e+12           3.6003508e+06           3.0621129e+10           6.2637285e-03           9.3132289e+14          
7.7567521e+32           3.6275612e+12           3.6554079e+06           2.9973009e+10           6.6113251e-03           9.4354035e+14          
7.7562829e+32           3.8880220e+12           3.7121750e+06           2.9331979e+10           6.9852634e-03           9.5608990e+14          
7.7558137e+32           4.1722428e+12           3.7707149e+06           2.8698319e+10           7.3877718e-03           9.6898877e+14          
7.7553445e+32           4.6378660e+12           3.8612656e+06           2.8072301e+10           8.0317787e-03           9.8921320e+14          
7.7544060e+32           5.1948714e+12           3.9576768e+06           2.6841616e+10           8.7949909e-03           1.0098857e+15          
7.7539368e+32           5.6014198e+12           4.0240109e+06           2.6240136e+10           9.3381148e-03           1.0243528e+15          
7.7534676e+32           6.0468571e+12           4.0924658e+06           2.5647258e+10           9.9240312e-03           1.0392652e+15          
7.7529984e+32           6.5352603e+12           4.1631175e+06           2.5063191e+10           1.0556375e-02           1.0546316e+15          
7.7525292e+32           7.0711506e+12           4.2360421e+06           2.4488121e+10           1.1239093e-02           1.0704779e+15          
7.7520600e+32           7.6595408e+12           4.3113153e+06           2.3922221e+10           1.1976369e-02           1.0868260e+15          
7.7515908e+32           8.3059889e+12           4.3890127e+06           2.3365650e+10           1.2772857e-02           1.1036858e+15          
7.7511215e+32           9.0166575e+12           4.4692087e+06           2.2818545e+10           1.3633559e-02           1.1210964e+15          
7.7506523e+32           9.7983782e+12           4.5519772e+06           2.2281029e+10           1.4563902e-02           1.1390599e+15          
7.7501831e+32           1.0658724e+13           4.6373900e+06           2.1753208e+10           1.5569870e-02           1.1575947e+15          
7.7497139e+32           1.1606087e+13           4.7255161e+06           2.1235175e+10           1.6657785e-02           1.1767343e+15          
7.7492447e+32           1.2649768e+13           4.8164212e+06           2.0727003e+10           1.7834516e-02           1.1964809e+15          
7.7487755e+32           1.3800069e+13           4.9101682e+06           2.0228746e+10           1.9107493e-02           1.2168351e+15          
7.7483063e+32           1.5068403e+13           5.0068173e+06           1.9740442e+10           2.0484921e-02           1.2378286e+15          
7.7478370e+32           1.6467407e+13           5.1064265e+06           1.9262116e+10           2.1975615e-02           1.2594582e+15          
7.7473678e+32           1.8011068e+13           5.2090539e+06           1.8793778e+10           2.3589342e-02           1.2817456e+15          
7.7468986e+32           1.9714866e+13           5.3147607e+06           1.8335428e+10           2.5336466e-02           1.3047138e+15          
7.7464294e+32           2.1595917e+13           5.4236113e+06           1.7887053e+10           2.7228185e-02           1.3283621e+15          
7.7459602e+32           2.3673148e+13           5.5356722e+06           1.7448626e+10           2.9276014e-02           1.3527044e+15          
7.7454910e+32           2.5393893e+13           5.6221858e+06           1.7020096e+10           3.0948663e-02           1.3713475e+15          
7.7452564e+32           2.6599547e+13           5.6806952e+06           1.6809674e+10           3.2101580e-02           1.3840765e+15          
7.7450218e+32           2.8500311e+13           5.7697149e+06           1.6601698e+10           3.3890032e-02           1.4035988e+15          
7.7445525e+32           3.1300379e+13           5.8918185e+06           1.6192747e+10           3.6487522e-02           1.4301444e+15          
7.7440833e+32           3.3620846e+13           5.9860223e+06           1.5793470e+10           3.8609114e-02           1.4504593e+15          
7.7438487e+32           3.5246968e+13           6.0497098e+06           1.5597572e+10           4.0071186e-02           1.4643292e+15          
7.7436141e+32           3.6956307e+13           6.1142866e+06           1.5404051e+10           4.1592202e-02           1.4783857e+15          
7.7433795e+32           3.8753140e+13           6.1797603e+06           1.5212892e+10           4.3174398e-02           1.4926558e+15          
7.7431449e+32           4.1586366e+13           6.2793228e+06           1.5024081e+10           4.5627905e-02           1.5145210e+15          
7.7426757e+32           4.5761002e+13           6.4157309e+06           1.4653174e+10           4.9190560e-02           1.5442327e+15          
7.7422065e+32           5.0374269e+13           6.5558674e+06           1.4291494e+10           5.3044937e-02           1.5747765e+15          
7.7417373e+32           5.4197575e+13           6.6638193e+06           1.3938907e+10           5.6191182e-02           1.5981136e+15          
7.7415027e+32           5.6876775e+13           6.7367461e+06           1.3766106e+10           5.8358185e-02           1.6140085e+15          
7.7412680e+32           5.9692908e+13           6.8106372e+06           1.3595520e+10           6.0611767e-02           1.6301284e+15          
7.7410334e+32           6.2652900e+13           6.8855014e+06           1.3427129e+10           6.2954738e-02           1.6464600e+15          
7.7407988e+32           6.5764015e+13           6.9613485e+06           1.3260915e+10           6.5390864e-02           1.6629945e+15          
7.7405642e+32           6.9033870e+13           7.0381882e+06           1.3096858e+10           6.7923793e-02           1.6797612e+15          
7.7403296e+32           7.2470450e+13           7.1160308e+06           1.2934938e+10           7.0557055e-02           1.6967434e+15          
7.7400950e+32           7.6082123e+13           7.1948870e+06           1.2775136e+10           7.3294143e-02           1.7139625e+15          
7.7398604e+32           7.9877666e+13           7.2747673e+06           1.2617430e+10           7.6139210e-02           1.7314065e+15          
7.7396258e+32           8.3866272e+13           7.3556823e+06           1.2461800e+10           7.9096180e-02           1.7490971e+15          
7.7393912e+32           8.8057580e+13           7.4376424e+06           1.2308224e+10           8.2169103e-02           1.7670240e+15          
7.7391566e+32           9.2461686e+13           7.5206581e+06           1.2156682e+10           8.5362196e-02           1.7851884e+15          
7.7389220e+32           9.9402913e+13           7.6467767e+06           1.2007150e+10           9.0307689e-02           1.8129867e+15          
7.7384528e+32           1.0961969e+14           7.8192617e+06           1.1713822e+10           9.7473270e-02           1.8507315e+15          
7.7379835e+32           1.1807672e+14           7.9519473e+06           1.1428292e+10           1.0330937e-01           1.8795802e+15          
7.7377489e+32           1.2399908e+14           8.0415228e+06           1.1288495e+10           1.0732392e-01           1.8992091e+15          
7.7375143e+32           1.3333008e+14           8.1775691e+06           1.1150576e+10           1.1353753e-01           1.9292662e+15          
7.7370451e+32           1.4705468e+14           8.3635221e+06           1.0880087e+10           1.2253073e-01           1.9700595e+15          
7.7365759e+32           1.5840692e+14           8.5064758e+06           1.0616851e+10           1.2984934e-01           2.0012439e+15          
7.7363413e+32           1.6635370e+14           8.6029504e+06           1.0487988e+10           1.3488124e-01           2.0224640e+15          
7.7361067e+32           1.7469747e+14           8.7006022e+06           1.0360868e+10           1.4010443e-01           2.0439451e+15          
7.7358721e+32           1.8345744e+14           8.7994394e+06           1.0235468e+10           1.4552640e-01           2.0657046e+15          
7.7356375e+32           1.9725187e+14           8.9494809e+06           1.0111766e+10           1.5391248e-01           2.0989836e+15          
7.7351683e+32           2.1751922e+14           9.1543648e+06           9.8691951e+09           1.6603496e-01           2.1441080e+15          
7.7346991e+32           2.3984580e+14           9.3641776e+06           9.6331630e+09           1.7908673e-01           2.1903541e+15          
7.7342298e+32           2.5828641e+14           9.5253302e+06           9.4034954e+09           1.8969038e-01           2.2256437e+15          
7.7339952e+32           2.7118567e+14           9.6340544e+06           9.2910726e+09           1.9697366e-01           2.2496480e+15          
7.7337606e+32           2.8471922e+14           9.7440890e+06           9.1801730e+09           2.0452734e-01           2.2739605e+15          
7.7335260e+32           2.9891712e+14           9.8554595e+06           9.0707753e+09           2.1236005e-01           2.2985909e+15          
7.7332914e+32           3.1381082e+14           9.9681941e+06           8.9628579e+09           2.2047984e-01           2.3235490e+15          
7.7330568e+32           3.2943319e+14           1.0082323e+07           8.8563989e+09           2.2889659e-01           2.3488207e+15          
7.7328222e+32           3.4172223e+14           1.0168990e+07           8.7513762e+09           2.3545992e-01           2.3679713e+15          
7.7327049e+32           3.5011234e+14           1.0227130e+07           8.6994056e+09           2.3989915e-01           2.3808673e+15          
7.7325876e+32           3.5870444e+14           1.0285636e+07           8.6477857e+09           2.4441777e-01           2.3938596e+15          
7.7324703e+32           3.6750324e+14           1.0344510e+07           8.5965137e+09           2.4901813e-01           2.4069460e+15          
7.7323530e+32           3.8101866e+14           1.0433382e+07           8.5455871e+09           2.5601771e-01           2.4267494e+15          
7.7321184e+32           3.9991499e+14           1.0553386e+07           8.4447414e+09           2.6571906e-01           2.4534616e+15          
7.7318838e+32           4.1972812e+14           1.0674925e+07           8.3452449e+09           2.7576783e-01           2.4805366e+15          
7.7316492e+32           4.4050099e+14           1.0798018e+07           8.2470762e+09           2.8617531e-01           2.5079998e+15          
7.7314146e+32           4.5683409e+14           1.0891520e+07           8.1502139e+09           2.9428584e-01           2.5288301e+15          
7.7312973e+32           4.6798265e+14           1.0954251e+07           8.1022742e+09           2.9977002e-01           2.5428446e+15          
7.7311799e+32           4.7939704e+14           1.1017381e+07           8.0546531e+09           3.0535000e-01           2.5569781e+15          
7.7310626e+32           4.9108339e+14           1.1080911e+07           8.0073481e+09           3.1102872e-01           2.5711864e+15          
7.7309453e+32           5.0005681e+14           1.1128860e+07           7.9603566e+09           3.1536973e-01           2.5819062e+15          
7.7308867e+32           5.0610984e+14           1.1160927e+07           7.9369785e+09           3.1828366e-01           2.5890985e+15          
7.7308280e+32           5.1223442e+14           1.1193094e+07           7.9136780e+09           3.2122312e-01           2.5963121e+15          
7.7307694e+32           5.1843139e+14           1.1225363e+07           7.8904545e+09           3.2418862e-01           2.6035449e+15          
7.7307107e+32           5.2470156e+14           1.1257733e+07           7.8673079e+09           3.2718007e-01           2.6108029e+15          
7.7306521e+32           5.3104576e+14           1.1290204e+07           7.8442377e+09           3.3019698e-01           2.6180860e+15          
7.7305934e+32           5.3746486e+14           1.1322777e+07           7.8212437e+09           3.3324025e-01           2.6254004e+15          
7.7305348e+32           5.4395970e+14           1.1355451e+07           7.7983256e+09           3.3631080e-01           2.6327340e+15          
7.7304761e+32           5.5381687e+14           1.1404616e+07           7.7754830e+09           3.4094806e-01           2.6437936e+15          
7.7303588e+32           5.6727148e+14           1.1470576e+07           7.7300215e+09           3.4725018e-01           2.6586135e+15          
7.7302415e+32           5.8104497e+14           1.1536946e+07           7.6848585e+09           3.5366147e-01           2.6735347e+15          
7.7301242e+32           5.9514465e+14           1.1603726e+07           7.6399918e+09           3.6018556e-01           2.6885635e+15          
7.7300069e+32           6.0957800e+14           1.1670917e+07           7.5954190e+09           3.6682318e-01           2.7036822e+15          
7.7298896e+32           6.2435268e+14           1.1738522e+07           7.5511378e+09           3.7357614e-01           2.7189119e+15          
7.7297723e+32           6.3947650e+14           1.1806540e+07           7.5071457e+09           3.8044634e-01           2.7342418e+15          
7.7296550e+32           6.5495747e+14           1.1874973e+07           7.4634404e+09           3.8743696e-01           2.7496597e+15          
7.7295377e+32           6.7080376e+14           1.1943821e+07           7.4200197e+09           3.9454866e-01           2.7651881e+15          
7.7294204e+32           6.8702373e+14           1.2013087e+07           7.3768815e+09           4.0178388e-01           2.7808157e+15          
7.7293031e+32           7.0362593e+14           1.2082771e+07           7.3340233e+09           4.0914510e-01           2.7965479e+15          
7.7291858e+32           7.2061908e+14           1.2152874e+07           7.2914431e+09           4.1663338e-01           2.8123812e+15          
7.7290685e+32           7.3366387e+14           1.2205766e+07           7.2491386e+09           4.2235789e-01           2.8242912e+15          
7.7290098e+32           7.4246208e+14           1.2241133e+07           7.2280900e+09           4.2619956e-01           2.8322913e+15          
7.7289512e+32           7.5581363e+14           1.2294341e+07           7.2071094e+09           4.3200326e-01           2.8443380e+15          
7.7288339e+32           7.6947895e+14           1.2347865e+07           7.1653499e+09           4.3792685e-01           2.8564266e+15          
7.7287752e+32           7.7869554e+14           1.2383654e+07           7.1445721e+09           4.4190383e-01           2.8645178e+15          
7.7287166e+32           7.8801970e+14           1.2419548e+07           7.1238614e+09           4.4591393e-01           2.8726309e+15          
7.7286579e+32           7.9745266e+14           1.2455548e+07           7.1032174e+09           4.4995941e-01           2.8807604e+15          
7.7285993e+32           8.1176714e+14           1.2509708e+07           7.0826400e+09           4.5606901e-01           2.8930342e+15          
7.7284820e+32           8.2641736e+14           1.2564185e+07           7.0416820e+09           4.6230618e-01           2.9053368e+15          
7.7284233e+32           8.3629799e+14           1.2600610e+07           7.0213026e+09           4.6649214e-01           2.9135858e+15          
7.7283647e+32           8.4629372e+14           1.2637142e+07           7.0009887e+09           4.7071441e-01           2.9218505e+15          
7.7283060e+32           8.5640585e+14           1.2673779e+07           6.9807401e+09           4.7497383e-01           2.9301589e+15          
7.7282474e+32           8.6663570e+14           1.2710524e+07           6.9605564e+09           4.7926863e-01           2.9384801e+15          
7.7281887e+32           8.7698461e+14           1.2747375e+07           6.9404375e+09           4.8360166e-01           2.9468153e+15          
7.7281301e+32           8.8745393e+14           1.2784333e+07           6.9203831e+09           4.8797131e-01           2.9551838e+15          
7.7280714e+32           8.9804501e+14           1.2821398e+07           6.9003929e+09           4.9237814e-01           2.9635927e+15          
7.7280128e+32           9.0875923e+14           1.2858570e+07           6.8804667e+09           4.9682263e-01           2.9720101e+15          
7.7279541e+32           9.1959798e+14           1.2895849e+07           6.8606043e+09           5.0130672e-01           2.9804435e+15          
7.7278954e+32           9.3604503e+14           1.2951929e+07           6.8408053e+09           5.0807860e-01           2.9931814e+15          
7.7277781e+32           9.5848678e+14           1.3027132e+07           6.8013954e+09           5.1727813e-01           3.0102416e+15          
7.7276608e+32           9.7571110e+14           1.3083858e+07           6.7622367e+09           5.2430841e-01           3.0230828e+15          
7.7276022e+32           9.8732721e+14           1.3121783e+07           6.7427517e+09           5.2902775e-01           3.0316808e+15          
7.7275435e+32           9.9907803e+14           1.3159816e+07           6.7233288e+09           5.3378715e-01           3.0403147e+15          
7.7274849e+32           1.0109651e+15           1.3197957e+07           6.7039677e+09           5.3858827e-01           3.0489620e+15          
7.7274262e+32           1.0229900e+15           1.3236206e+07           6.6846682e+09           5.4343019e-01           3.0576376e+15          
7.7273676e+32           1.0351541e+15           1.3274564e+07           6.6654301e+09           5.4831383e-01           3.0663458e+15          
7.7273089e+32           1.0474592e+15           1.3313031e+07           6.6462530e+09           5.5323837e-01           3.0750768e+15          
7.7272503e+32           1.0599068e+15           1.3351605e+07           6.6271369e+09           5.5820650e-01           3.0838416e+15          
7.7271916e+32           1.0724985e+15           1.3390289e+07           6.6080815e+09           5.6321685e-01           3.0925995e+15          
7.7271330e+32           1.0852360e+15           1.3429082e+07           6.5890866e+09           5.6826961e-01           3.1014042e+15          
7.7270743e+32           1.0981208e+15           1.3467984e+07           6.5701518e+09           5.7336714e-01           3.1102381e+15          
7.7270157e+32           1.1111546e+15           1.3506994e+07           6.5512771e+09           5.7850782e-01           3.1190930e+15          
7.7269570e+32           1.1243392e+15           1.3546114e+07           6.5324622e+09           5.8369150e-01           3.1279921e+15          
7.7268984e+32           1.1376761e+15           1.3585344e+07           6.5137068e+09           5.8892029e-01           3.1368870e+15          
7.7268397e+32           1.1511672e+15           1.3624683e+07           6.4950107e+09           5.9419401e-01           3.1458358e+15          
7.7267811e+32           1.1648141e+15           1.3664131e+07           6.4763738e+09           5.9951298e-01           3.1547967e+15          
7.7267224e+32           1.1786187e+15           1.3703690e+07           6.4577958e+09           6.0487830e-01           3.1637959e+15          
7.7266638e+32           1.1925826e+15           1.3743358e+07           6.4392764e+09           6.1028768e-01           3.1727976e+15          
7.7266051e+32           1.2067078e+15           1.3783137e+07           6.4208155e+09           6.1574470e-01           3.1818411e+15          
7.7265465e+32           1.2209959e+15           1.3823025e+07           6.4024129e+09           6.2124785e-01           3.1909118e+15          
