#Ex-MESA profile, from 0.77M_RGB_jstaff.data
#[Mass]                  [Pressure]              [Temperature]           [Radius]                [Density]               [E_internal]            
9.2595890e+32           2.3718333e+09           5.1745786e+05           3.3397572e+11           3.2204193e-05           1.1047474e+14          
9.2551342e+32           2.5704805e+09           5.3172687e+05           3.2382030e+11           3.3882966e-05           1.1379526e+14          
9.2506793e+32           2.7963836e+09           5.4703246e+05           3.1353919e+11           3.5737487e-05           1.1737186e+14          
9.2462245e+32           2.9902248e+09           5.5938300e+05           3.0312651e+11           3.7295869e-05           1.2026365e+14          
9.2439971e+32           3.1287778e+09           5.6793367e+05           2.9787389e+11           3.8382029e-05           1.2227511e+14          
9.2417696e+32           3.3531397e+09           5.8133311e+05           2.9258607e+11           4.0095660e-05           1.2544274e+14          
9.2372804e+32           3.7014762e+09           6.0074959e+05           2.8180645e+11           4.2695394e-05           1.3004247e+14          
9.2327911e+32           4.0073868e+09           6.1660183e+05           2.7087228e+11           4.4923478e-05           1.3380710e+14          
9.2305465e+32           4.2287810e+09           6.2764630e+05           2.6535203e+11           4.6488227e-05           1.3644684e+14          
9.2283018e+32           4.4696939e+09           6.3920182e+05           2.5979009e+11           4.8159767e-05           1.3921456e+14          
9.2260572e+32           4.7325043e+09           6.5130705e+05           2.5418537e+11           4.9948334e-05           1.4212199e+14          
9.2238126e+32           5.0199638e+09           6.6400494e+05           2.4853672e+11           5.1865705e-05           1.4518160e+14          
9.2215679e+32           5.3352696e+09           6.7734342e+05           2.4284287e+11           5.3925754e-05           1.4840598e+14          
9.2193233e+32           5.6821526e+09           6.9137639e+05           2.3710251e+11           5.6144503e-05           1.5180879e+14          
9.2170787e+32           6.0649881e+09           7.0616482e+05           2.3131426e+11           5.8539718e-05           1.5540700e+14          
9.2148341e+32           6.4889329e+09           7.2177750e+05           2.2547671e+11           6.1132439e-05           1.5921824e+14          
9.2125894e+32           6.9600981e+09           7.3829197e+05           2.1958833e+11           6.3946689e-05           1.6326330e+14          
9.2103448e+32           7.4857680e+09           7.5579544e+05           2.1364751e+11           6.7009606e-05           1.6756780e+14          
9.2081002e+32           8.0746794e+09           7.7438596e+05           2.0765249e+11           7.0353356e-05           1.7215979e+14          
9.2058555e+32           8.5729750e+09           7.8926547e+05           2.0160133e+11           7.3131838e-05           1.7583945e+14          
9.2047246e+32           8.9279435e+09           7.9956321e+05           1.9853306e+11           7.5067488e-05           1.7839834e+14          
9.2035937e+32           9.3057997e+09           8.1020544e+05           1.9544982e+11           7.7098809e-05           1.8104948e+14          
9.2024628e+32           9.7085476e+09           8.2121056e+05           1.9235136e+11           7.9233274e-05           1.8379679e+14          
9.2013319e+32           1.0353347e+10           8.3829208e+05           1.8923739e+11           8.2568687e-05           1.8808607e+14          
9.1990701e+32           1.1337127e+10           8.6273048e+05           1.8295596e+11           8.7555245e-05           1.9422811e+14          
9.1968083e+32           1.2186674e+10           8.8245973e+05           1.7660894e+11           9.1771734e-05           1.9919000e+14          
9.1956774e+32           1.2795876e+10           8.9612269e+05           1.7341366e+11           9.4713951e-05           2.0265033e+14          
9.1945465e+32           1.3452310e+10           9.1032779e+05           1.7020110e+11           9.7831556e-05           2.0625722e+14          
9.1934155e+32           1.4160947e+10           9.2511011e+05           1.6697092e+11           1.0113891e-04           2.1002223e+14          
9.1922846e+32           1.4927421e+10           9.4050788e+05           1.6372276e+11           1.0465401e-04           2.1395387e+14          
9.1911537e+32           1.5758138e+10           9.5656274e+05           1.6045627e+11           1.0839587e-04           2.1806373e+14          
9.1900228e+32           1.7111542e+10           9.8169815e+05           1.5717110e+11           1.1430424e-04           2.2455259e+14          
9.1877610e+32           1.8719954e+10           1.0091814e+06           1.5053282e+11           1.2123501e-04           2.3161569e+14          
9.1866292e+32           1.9894753e+10           1.0284024e+06           1.4718708e+11           1.2612920e-04           2.3659968e+14          
9.1854952e+32           2.1186172e+10           1.0486033e+06           1.4381408e+11           1.3139844e-04           2.4185414e+14          
9.1843588e+32           2.2610029e+10           1.0698650e+06           1.4041329e+11           1.3708445e-04           2.4740256e+14          
9.1832201e+32           2.4184881e+10           1.0922776e+06           1.3698415e+11           1.4323453e-04           2.5327218e+14          
9.1820791e+32           2.5932619e+10           1.1159419e+06           1.3352606e+11           1.4990196e-04           2.5949579e+14          
9.1809358e+32           2.7880171e+10           1.1409831e+06           1.3003835e+11           1.5715601e-04           2.6610664e+14          
9.1797891e+32           3.0056775e+10           1.1675048e+06           1.2651682e+11           1.6506612e-04           2.7313396e+14          
9.1786424e+32           3.1887417e+10           1.1886017e+06           1.2297143e+11           1.7160837e-04           2.7872257e+14          
9.1780673e+32           3.3183937e+10           1.2031201e+06           1.2118552e+11           1.7613873e-04           2.8259489e+14          
9.1774922e+32           3.4561384e+10           1.2180992e+06           1.1939341e+11           1.8088758e-04           2.8659831e+14          
9.1769159e+32           3.6026622e+10           1.2335625e+06           1.1759136e+11           1.8587034e-04           2.9073994e+14          
9.1763396e+32           3.8368048e+10           1.2575280e+06           1.1578294e+11           1.9364509e-04           2.9720389e+14          
9.1751847e+32           4.1921837e+10           1.2916692e+06           1.1213602e+11           2.0522567e-04           3.0640784e+14          
9.1740275e+32           4.4972842e+10           1.3191040e+06           1.0845508e+11           2.1497591e-04           3.1379918e+14          
9.1734476e+32           4.7155135e+10           1.3380677e+06           1.0660220e+11           2.2176641e-04           3.1895138e+14          
9.1728677e+32           5.0671816e+10           1.3675751e+06           1.0474239e+11           2.3241388e-04           3.2703608e+14          
9.1717055e+32           5.4747337e+10           1.3993719e+06           1.0098969e+11           2.4463829e-04           3.3568336e+14          
9.1711227e+32           5.7683323e+10           1.4214305e+06           9.9099340e+10           2.5319165e-04           3.4173711e+14          
9.1705399e+32           6.0855185e+10           1.4443571e+06           9.7201682e+10           2.6227105e-04           3.4804747e+14          
9.1699571e+32           6.4288169e+10           1.4682063e+06           9.5296626e+10           2.7192086e-04           3.5463353e+14          
9.1693743e+32           6.7090071e+10           1.4868957e+06           9.3384072e+10           2.7970396e-04           3.5979150e+14          
9.1690798e+32           6.9051206e+10           1.4997060e+06           9.2415179e+10           2.8506391e-04           3.6334592e+14          
9.1687853e+32           7.2119738e+10           1.5193289e+06           9.1444340e+10           2.9331380e-04           3.6881868e+14          
9.1681963e+32           7.8817314e+10           1.5603400e+06           8.9495944e+10           3.1084436e-04           3.8033816e+14          
9.1670160e+32           8.6845002e+10           1.6052292e+06           8.5560341e+10           3.3162958e-04           3.9281026e+14          
9.1664246e+32           9.1259213e+10           1.6287730e+06           8.3579977e+10           3.4273195e-04           3.9940489e+14          
9.1661289e+32           9.4345987e+10           1.6448436e+06           8.2587246e+10           3.5035098e-04           4.0393488e+14          
9.1658331e+32           9.9212294e+10           1.6695643e+06           8.1592447e+10           3.6213167e-04           4.1095119e+14          
9.1652405e+32           1.0638239e+11           1.7041977e+06           7.9591537e+10           3.7924366e-04           4.2076796e+14          
9.1646479e+32           1.1433189e+11           1.7406509e+06           7.7582173e+10           3.9777788e-04           4.3113970e+14          
9.1640542e+32           1.2317505e+11           1.7790780e+06           7.5560318e+10           4.1790740e-04           4.4211367e+14          
9.1634604e+32           1.3304518e+11           1.8196475e+06           7.3529821e+10           4.3982444e-04           4.5374417e+14          
9.1628655e+32           1.4410306e+11           1.8625532e+06           7.1486633e+10           4.6375785e-04           4.6609364e+14          
9.1622706e+32           1.5654146e+11           1.9080193e+06           6.9434641e+10           4.8997355e-04           4.7923441e+14          
9.1616742e+32           1.6708031e+11           1.9442262e+06           6.7368768e+10           5.1181357e-04           4.8967141e+14          
9.1613760e+32           1.7455498e+11           1.9691008e+06           6.6333444e+10           5.2692080e-04           4.9691050e+14          
9.1610779e+32           1.8251887e+11           1.9947555e+06           6.5295884e+10           5.4278770e-04           5.0439297e+14          
9.1607795e+32           1.9101407e+11           2.0212295e+06           6.4255327e+10           5.5946550e-04           5.1213365e+14          
9.1604811e+32           2.0461828e+11           2.0620393e+06           6.3212522e+10           5.8558276e-04           5.2414013e+14          
9.1598843e+32           2.2540280e+11           2.1189445e+06           6.1118262e+10           6.2554052e-04           5.4049927e+14          
9.1592858e+32           2.4336316e+11           2.1636852e+06           5.9012232e+10           6.6008701e-04           5.5302518e+14          
9.1589865e+32           2.5623010e+11           2.1942225e+06           5.7959627e+10           6.8440080e-04           5.6157905e+14          
9.1586872e+32           2.7702807e+11           2.2412029e+06           5.6906860e+10           7.2300249e-04           5.7474506e+14          
9.1580874e+32           3.0123859e+11           2.2906548e+06           5.4794846e+10           7.6840471e-04           5.8804674e+14          
9.1577875e+32           3.1868036e+11           2.3245037e+06           5.3742358e+10           8.0047975e-04           5.9716757e+14          
9.1574876e+32           3.4702811e+11           2.3767165e+06           5.2691723e+10           8.5159726e-04           6.1125392e+14          
9.1568867e+32           3.8040638e+11           2.4319593e+06           5.0590395e+10           9.1227676e-04           6.2547858e+14          
9.1565862e+32           4.0459234e+11           2.4698555e+06           4.9546940e+10           9.5532883e-04           6.3526661e+14          
9.1562857e+32           4.3094255e+11           2.5088917e+06           4.8507734e+10           1.0018282e-03           6.4523421e+14          
9.1559846e+32           4.5969627e+11           2.5491143e+06           4.7471479e+10           1.0521207e-03           6.5538527e+14          
9.1556836e+32           4.8323980e+11           2.5801794e+06           4.6440847e+10           1.0931817e-03           6.6307338e+14          
9.1555331e+32           4.9964786e+11           2.6011965e+06           4.5928160e+10           1.1214868e-03           6.6828409e+14          
9.1553826e+32           5.2538606e+11           2.6331878e+06           4.5417149e+10           1.1653974e-03           6.7623207e+14          
9.1550815e+32           5.8182280e+11           2.6991721e+06           4.4399916e+10           1.2601843e-03           6.9254488e+14          
9.1544781e+32           6.4985379e+11           2.7693595e+06           4.2380472e+10           1.3750873e-03           7.0888639e+14          
9.1541764e+32           6.8725279e+11           2.8055609e+06           4.1387234e+10           1.4371564e-03           7.1730483e+14          
9.1540256e+32           7.1340798e+11           2.8300720e+06           4.0894732e+10           1.4800386e-03           7.2302977e+14          
9.1538747e+32           7.5462940e+11           2.8674593e+06           4.0404873e+10           1.5468081e-03           7.3179351e+14          
9.1535725e+32           8.1526203e+11           2.9189330e+06           3.9430954e+10           1.6445352e-03           7.4361012e+14          
9.1532702e+32           8.6545781e+11           2.9587991e+06           3.8468813e+10           1.7249969e-03           7.5257336e+14          
9.1531191e+32           9.0063014e+11           2.9858114e+06           3.7992748e+10           1.7806406e-03           7.5868495e+14          
9.1529680e+32           9.5609803e+11           3.0269951e+06           3.7519896e+10           1.8672406e-03           7.6805691e+14          
9.1526657e+32           1.0380072e+12           3.0838177e+06           3.6583461e+10           1.9942724e-03           7.8074133e+14          
9.1523628e+32           1.1288397e+12           3.1426695e+06           3.5658970e+10           2.1331264e-03           7.9379244e+14          
9.1520599e+32           1.2043824e+12           3.1883748e+06           3.4749033e+10           2.2476298e-03           8.0376833e+14          
9.1519084e+32           1.2574324e+12           3.2193886e+06           3.4300063e+10           2.3268382e-03           8.1060586e+14          
9.1517570e+32           1.3412745e+12           3.2667433e+06           3.3854921e+10           2.4501080e-03           8.2115225e+14          
9.1514541e+32           1.4344493e+12           3.3158531e+06           3.2975626e+10           2.5867337e-03           8.3181118e+14          
9.1513025e+32           1.4999842e+12           3.3492146e+06           3.2541915e+10           2.6812994e-03           8.3913651e+14          
9.1511509e+32           1.6036524e+12           3.4001716e+06           3.2112251e+10           2.8284976e-03           8.5044395e+14          
9.1508477e+32           1.7574844e+12           3.4706277e+06           3.1264512e+10           3.0445916e-03           8.6587198e+14          
9.1505445e+32           1.8859812e+12           3.5254286e+06           3.0433503e+10           3.2230929e-03           8.7771958e+14          
9.1503929e+32           1.9764055e+12           3.5626267e+06           3.0024728e+10           3.3465913e-03           8.8585907e+14          
9.1502413e+32           2.1198973e+12           3.6195409e+06           2.9620230e+10           3.5392517e-03           8.9845148e+14          
9.1499372e+32           2.2801394e+12           3.6785755e+06           2.8821006e+10           3.7535036e-03           9.1120441e+14          
9.1497852e+32           2.3929913e+12           3.7186325e+06           2.8428333e+10           3.9017637e-03           9.1996525e+14          
9.1496331e+32           2.5718389e+12           3.7797748e+06           2.8040060e+10           4.1326147e-03           9.3349094e+14          
9.1493290e+32           2.7715755e+12           3.8430907e+06           2.7276066e+10           4.3892881e-03           9.4716115e+14          
9.1491769e+32           2.9123115e+12           3.8860423e+06           2.6901109e+10           4.5668990e-03           9.5654999e+14          
9.1490249e+32           3.1357430e+12           3.9516764e+06           2.6530609e+10           4.8438162e-03           9.7105551e+14          
9.1487201e+32           3.3856972e+12           4.0196774e+06           2.5800902e+10           5.1520048e-03           9.8574167e+14          
9.1485678e+32           3.5619023e+12           4.0658061e+06           2.5443143e+10           5.3652232e-03           9.9583060e+14          
9.1484154e+32           3.8414089e+12           4.1362037e+06           2.5089867e+10           5.6971431e-03           1.0114040e+15          
9.1481107e+32           4.1540836e+12           4.2090831e+06           2.4396055e+10           6.0662496e-03           1.0271792e+15          
9.1479583e+32           4.3745616e+12           4.2585147e+06           2.4056192e+10           6.3215183e-03           1.0380168e+15          
9.1478060e+32           4.7248311e+12           4.3340363e+06           2.3720767e+10           6.7192230e-03           1.0547717e+15          
9.1475007e+32           5.1171608e+12           4.4122359e+06           2.3061252e+10           7.1617724e-03           1.0717656e+15          
9.1473480e+32           5.3938813e+12           4.4652607e+06           2.2738441e+10           7.4677464e-03           1.0834356e+15          
9.1471954e+32           5.8330442e+12           4.5461396e+06           2.2420003e+10           7.9437420e-03           1.1014414e+15          
9.1468901e+32           6.3247276e+12           4.6297593e+06           2.1795510e+10           8.4731048e-03           1.1196712e+15          
9.1467374e+32           6.6715492e+12           4.6864307e+06           2.1490043e+10           8.8390201e-03           1.1321757e+15          
9.1465848e+32           7.2227874e+12           4.7729488e+06           2.1188837e+10           9.4089430e-03           1.1514770e+15          
9.1462788e+32           7.8405659e+12           4.8623593e+06           2.0597221e+10           1.0043259e-02           1.1710192e+15          
9.1461258e+32           8.2763774e+12           4.9229167e+06           2.0308017e+10           1.0481603e-02           1.1844148e+15          
9.1459728e+32           8.9681122e+12           5.0151705e+06           2.0022961e+10           1.1163248e-02           1.2050407e+15          
9.1456669e+32           9.7426781e+12           5.1102956e+06           1.9464577e+10           1.1921313e-02           1.2258731e+15          
9.1455139e+32           1.0289040e+13           5.1746739e+06           1.9191761e+10           1.2445149e-02           1.2401266e+15          
9.1453609e+32           1.0867661e+13           5.2400763e+06           1.8922947e+10           1.2993341e-02           1.2546036e+15          
9.1452076e+32           1.1480486e+13           5.3065121e+06           1.8657595e+10           1.3567010e-02           1.2693091e+15          
9.1450543e+32           1.2453079e+13           5.4076275e+06           1.8396186e+10           1.4458960e-02           1.2919061e+15          
9.1447478e+32           1.3541807e+13           5.5117270e+06           1.7884518e+10           1.5450524e-02           1.3146939e+15          
9.1445945e+32           1.4309620e+13           5.5821353e+06           1.7634714e+10           1.6135237e-02           1.3302829e+15          
9.1444412e+32           1.5527897e+13           5.6892688e+06           1.7388690e+10           1.7199227e-02           1.3542379e+15          
9.1441347e+32           1.6891891e+13           5.7995999e+06           1.6907316e+10           1.8381664e-02           1.3784299e+15          
9.1439810e+32           1.7855050e+13           5.8743201e+06           1.6671877e+10           1.9199158e-02           1.3949870e+15          
9.1438274e+32           1.9382991e+13           5.9879971e+06           1.6440055e+10           2.0468839e-02           1.4204268e+15          
9.1435202e+32           2.1091742e+13           6.1049337e+06           1.5986619e+10           2.1877806e-02           1.4461054e+15          
9.1433666e+32           2.2296192e+13           6.1839896e+06           1.5765382e+10           2.2849910e-02           1.4636508e+15          
9.1432130e+32           2.4206222e+13           6.3042205e+06           1.5547574e+10           2.4359171e-02           1.4905816e+15          
9.1429058e+32           2.6342005e+13           6.4278774e+06           1.5121636e+10           2.6033699e-02           1.5177639e+15          
9.1427519e+32           2.7848932e+13           6.5115487e+06           1.4913456e+10           2.7190163e-02           1.5363423e+15          
9.1425980e+32           2.9441583e+13           6.5963519e+06           1.4708532e+10           2.8396914e-02           1.5551822e+15          
9.1424441e+32           3.1124653e+13           6.6822957e+06           1.4506817e+10           2.9656023e-02           1.5742832e+15          
9.1422902e+32           3.3792292e+13           6.8129330e+06           1.4308262e+10           3.1609354e-02           1.6035898e+15          
9.1419824e+32           3.6770093e+13           6.9470886e+06           1.3920060e+10           3.3771987e-02           1.6331624e+15          
9.1418285e+32           3.8867048e+13           7.0377158e+06           1.3730712e+10           3.5262535e-02           1.6533290e+15          
9.1416746e+32           4.1083372e+13           7.1296103e+06           1.3544336e+10           3.6817721e-02           1.6737880e+15          
9.1415204e+32           4.3425762e+13           7.2227912e+06           1.3360627e+10           3.8440310e-02           1.6945400e+15          
9.1413663e+32           4.7136109e+13           7.3644121e+06           1.3179806e+10           4.0955416e-02           1.7263691e+15          
9.1410581e+32           5.1272589e+13           7.5098127e+06           1.2826295e+10           4.3734991e-02           1.7585206e+15          
9.1409040e+32           5.4183607e+13           7.6080204e+06           1.2653863e+10           4.5648838e-02           1.7804486e+15          
9.1407498e+32           5.8792407e+13           7.7572474e+06           1.2484132e+10           4.8614235e-02           1.8140491e+15          
9.1404416e+32           6.3930333e+13           7.9105086e+06           1.2152280e+10           5.1891224e-02           1.8480100e+15          
9.1402870e+32           6.7551735e+13           8.0141868e+06           1.1989934e+10           5.4151044e-02           1.8712031e+15          
9.1401325e+32           7.3283260e+13           8.1716659e+06           1.1830126e+10           5.7651033e-02           1.9067289e+15          
9.1398233e+32           7.9662307e+13           8.3331268e+06           1.1517661e+10           6.1512893e-02           1.9425758e+15          
9.1396688e+32           8.4147726e+13           8.4421064e+06           1.1365221e+10           6.4170144e-02           1.9669831e+15          
9.1395142e+32           9.1243143e+13           8.6075943e+06           1.1215151e+10           6.8283934e-02           2.0043472e+15          
9.1392051e+32           9.9137157e+13           8.7773167e+06           1.0921690e+10           7.2820350e-02           2.0420904e+15          
9.1390502e+32           1.0469257e+14           8.8920108e+06           1.0778227e+10           7.5944163e-02           2.0678199e+15          
9.1388954e+32           1.1054888e+14           9.0081258e+06           1.0636982e+10           7.9194010e-02           2.0938871e+15          
9.1387405e+32           1.1672161e+14           9.1256826e+06           1.0497918e+10           8.2574876e-02           2.1202868e+15          
9.1385857e+32           1.2322707e+14           9.2447027e+06           1.0360994e+10           8.6091231e-02           2.1470316e+15          
9.1384308e+32           1.3008231e+14           9.3652082e+06           1.0226173e+10           8.9748104e-02           2.1741236e+15          
9.1382760e+32           1.3549954e+14           9.4567182e+06           1.0093418e+10           9.2612201e-02           2.1946277e+15          
9.1381985e+32           1.3920642e+14           9.5181058e+06           1.0027817e+10           9.4550561e-02           2.2084441e+15          
9.1381211e+32           1.4301111e+14           9.5798769e+06           9.9627185e+09           9.6526482e-02           2.2223608e+15          
9.1380437e+32           1.4691608e+14           9.6420344e+06           9.8981169e+09           9.8541139e-02           2.2363666e+15          
9.1379663e+32           1.4992402e+14           9.6889778e+06           9.8340081e+09           1.0008596e-01           2.2469288e+15          
9.1379275e+32           1.5195843e+14           9.7204158e+06           9.8020714e+09           1.0112531e-01           2.2540118e+15          
9.1378887e+32           1.5504998e+14           9.7677207e+06           9.7702566e+09           1.0269556e-01           2.2647033e+15          
9.1378111e+32           1.5822289e+14           9.8153234e+06           9.7069870e+09           1.0430364e-01           2.2754176e+15          
9.1377723e+32           1.6036580e+14           9.8471583e+06           9.6755345e+09           1.0538348e-01           2.2826036e+15          
9.1377335e+32           1.6253668e+14           9.8790935e+06           9.6442017e+09           1.0647396e-01           2.2898090e+15          
9.1376947e+32           1.6473589e+14           9.9111292e+06           9.6129881e+09           1.0757485e-01           2.2970409e+15          
9.1376559e+32           1.6696377e+14           9.9432658e+06           9.5818929e+09           1.0868625e-01           2.3042993e+15          
9.1376171e+32           1.6922069e+14           9.9755038e+06           9.5509158e+09           1.0980865e-01           2.3115760e+15          
9.1375783e+32           1.7150700e+14           1.0007844e+07           9.5200561e+09           1.1094167e-01           2.3188808e+15          
9.1375395e+32           1.7382308e+14           1.0040286e+07           9.4893132e+09           1.1208537e-01           2.3262145e+15          
9.1375007e+32           1.7616929e+14           1.0072830e+07           9.4586867e+09           1.1324030e-01           2.3335680e+15          
9.1374619e+32           1.7854601e+14           1.0105477e+07           9.4281759e+09           1.1440637e-01           2.3409449e+15          
9.1374231e+32           1.8095361e+14           1.0138228e+07           9.3977803e+09           1.1558337e-01           2.3483517e+15          
9.1373843e+32           1.8339249e+14           1.0171083e+07           9.3674994e+09           1.1677177e-01           2.3557812e+15          
9.1373455e+32           1.8586303e+14           1.0204041e+07           9.3373326e+09           1.1797133e-01           2.3632399e+15          
9.1373067e+32           1.8836562e+14           1.0237104e+07           9.3072794e+09           1.1918259e-01           2.3707190e+15          
9.1372680e+32           1.9090066e+14           1.0270272e+07           9.2773393e+09           1.2040547e-01           2.3782225e+15          
9.1372292e+32           1.9346856e+14           1.0303544e+07           9.2475117e+09           1.2163986e-01           2.3857544e+15          
9.1371904e+32           1.9606972e+14           1.0336923e+07           9.2177960e+09           1.2288584e-01           2.3933155e+15          
9.1371516e+32           1.9870455e+14           1.0370407e+07           9.1881918e+09           1.2414418e-01           2.4008925e+15          
9.1371128e+32           2.0137348e+14           1.0403997e+07           9.1586985e+09           1.2541408e-01           2.4085033e+15          
9.1370740e+32           2.0407692e+14           1.0437693e+07           9.1293156e+09           1.2669624e-01           2.4161362e+15          
9.1370352e+32           2.0681531e+14           1.0471497e+07           9.1000426e+09           1.2799068e-01           2.4237934e+15          
9.1369964e+32           2.0958907e+14           1.0505407e+07           9.0708790e+09           1.2929710e-01           2.4314822e+15          
9.1369576e+32           2.1239864e+14           1.0539425e+07           9.0418242e+09           1.3061601e-01           2.4391953e+15          
9.1369188e+32           2.1524447e+14           1.0573550e+07           9.0128776e+09           1.3194767e-01           2.4469300e+15          
9.1368800e+32           2.1812700e+14           1.0607783e+07           8.9840389e+09           1.3329170e-01           2.4546952e+15          
9.1368412e+32           2.2104669e+14           1.0642124e+07           8.9553075e+09           1.3464859e-01           2.4624843e+15          
9.1368024e+32           2.2400400e+14           1.0676574e+07           8.9266828e+09           1.3601825e-01           2.4703007e+15          
9.1367636e+32           2.2699939e+14           1.0711133e+07           8.8981645e+09           1.3740093e-01           2.4781425e+15          
9.1367248e+32           2.3003618e+14           1.0745833e+07           8.8697518e+09           1.3879812e-01           2.4860154e+15          
9.1366860e+32           2.3311499e+14           1.0780675e+07           8.8413915e+09           1.4020952e-01           2.4939282e+15          
9.1366471e+32           2.3623346e+14           1.0815626e+07           8.8131363e+09           1.4163422e-01           2.5018685e+15          
9.1366082e+32           2.3939208e+14           1.0850688e+07           8.7849857e+09           1.4307274e-01           2.5098291e+15          
9.1365693e+32           2.4259135e+14           1.0885860e+07           8.7569394e+09           1.4452476e-01           2.5178179e+15          
9.1365305e+32           2.4583177e+14           1.0921143e+07           8.7289966e+09           1.4599006e-01           2.5258408e+15          
9.1364916e+32           2.4911384e+14           1.0956536e+07           8.7011571e+09           1.4746958e-01           2.5338837e+15          
9.1364527e+32           2.5243809e+14           1.0992041e+07           8.6734203e+09           1.4896293e-01           2.5419555e+15          
9.1364139e+32           2.5580503e+14           1.1027656e+07           8.6457856e+09           1.5047021e-01           2.5500565e+15          
9.1363750e+32           2.5921518e+14           1.1063383e+07           8.6182527e+09           1.5199159e-01           2.5581861e+15          
9.1363361e+32           2.6266908e+14           1.1099221e+07           8.5908209e+09           1.5352780e-01           2.5663340e+15          
9.1362973e+32           2.6616728e+14           1.1135170e+07           8.5634899e+09           1.5507791e-01           2.5745184e+15          
9.1362584e+32           2.7059607e+14           1.1180247e+07           8.5362592e+09           1.5703190e-01           2.5847876e+15          
9.1362001e+32           2.7601305e+14           1.1234590e+07           8.4955993e+09           1.5941223e-01           2.5971633e+15          
9.1361418e+32           2.8015405e+14           1.1275538e+07           8.4551623e+09           1.6122563e-01           2.6064780e+15          
9.1361126e+32           2.8294116e+14           1.1302899e+07           8.4350275e+09           1.6244114e-01           2.6127108e+15          
9.1360835e+32           2.8716185e+14           1.1344036e+07           8.4149479e+09           1.6427400e-01           2.6220995e+15          
9.1360252e+32           2.9194171e+14           1.1389954e+07           8.3749522e+09           1.6634506e-01           2.6325552e+15          
9.1359863e+32           2.9581444e+14           1.1426801e+07           8.3484104e+09           1.6801534e-01           2.6409592e+15          
9.1359475e+32           2.9973661e+14           1.1463762e+07           8.3219651e+09           1.6970149e-01           2.6493870e+15          
9.1359086e+32           3.0370884e+14           1.1500835e+07           8.2956159e+09           1.7140338e-01           2.6578429e+15          
9.1358697e+32           3.0773173e+14           1.1538021e+07           8.2693624e+09           1.7312103e-01           2.6663288e+15          
9.1358309e+32           3.1180592e+14           1.1575320e+07           8.2432042e+09           1.7485527e-01           2.6748344e+15          
9.1357920e+32           3.1593202e+14           1.1612733e+07           8.2171408e+09           1.7660532e-01           2.6833736e+15          
9.1357531e+32           3.2011069e+14           1.1650259e+07           8.1911717e+09           1.7837174e-01           2.6919400e+15          
9.1357142e+32           3.2434255e+14           1.1687898e+07           8.1652965e+09           1.8015436e-01           2.7005388e+15          
9.1356754e+32           3.2862827e+14           1.1725651e+07           8.1395148e+09           1.8195426e-01           2.7091556e+15          
9.1356365e+32           3.3296850e+14           1.1763518e+07           8.1138262e+09           1.8377069e-01           2.7178042e+15          
9.1355976e+32           3.3736391e+14           1.1801498e+07           8.0882303e+09           1.8560404e-01           2.7264810e+15          
9.1355588e+32           3.4181519e+14           1.1839593e+07           8.0627265e+09           1.8745461e-01           2.7351836e+15          
9.1355199e+32           3.4632301e+14           1.1877801e+07           8.0373146e+09           1.8932242e-01           2.7439144e+15          
9.1354810e+32           3.5089287e+14           1.1916163e+07           8.0119941e+09           1.9120967e-01           2.7526814e+15          
9.1354421e+32           3.5552573e+14           1.1954681e+07           7.9867114e+09           1.9311698e-01           2.7614796e+15          
9.1354031e+32           3.6021748e+14           1.1993314e+07           7.9615197e+09           1.9504186e-01           2.7703091e+15          
9.1353642e+32           3.6496885e+14           1.2032061e+07           7.9364185e+09           1.9698457e-01           2.7791683e+15          
9.1353252e+32           3.6978057e+14           1.2070923e+07           7.9114075e+09           1.9894559e-01           2.7880531e+15          
9.1352863e+32           3.7465338e+14           1.2109900e+07           7.8864862e+09           2.0092499e-01           2.7969645e+15          
9.1352473e+32           3.7958802e+14           1.2148992e+07           7.8616543e+09           2.0292233e-01           2.8059112e+15          
9.1352084e+32           3.8458526e+14           1.2188199e+07           7.8369113e+09           2.0493911e-01           2.8148746e+15          
9.1351694e+32           3.8964586e+14           1.2227521e+07           7.8122569e+09           2.0697456e-01           2.8238678e+15          
9.1351305e+32           3.9477059e+14           1.2266958e+07           7.7876906e+09           2.0902910e-01           2.8328874e+15          
9.1350915e+32           3.9996025e+14           1.2306511e+07           7.7632121e+09           2.1110237e-01           2.8419404e+15          
9.1350526e+32           4.0521562e+14           1.2346178e+07           7.7388210e+09           2.1319559e-01           2.8510131e+15          
9.1350136e+32           4.1053750e+14           1.2385962e+07           7.7145169e+09           2.1530844e-01           2.8601120e+15          
9.1349747e+32           4.1592672e+14           1.2425860e+07           7.6902995e+09           2.1744099e-01           2.8692386e+15          
9.1349357e+32           4.2138409e+14           1.2465874e+07           7.6661683e+09           2.1959303e-01           2.8783980e+15          
9.1348968e+32           4.2691045e+14           1.2506004e+07           7.6421230e+09           2.2176564e-01           2.8875784e+15          
9.1348578e+32           4.3250663e+14           1.2546249e+07           7.6181633e+09           2.2395837e-01           2.8967882e+15          
9.1348189e+32           4.3817350e+14           1.2586610e+07           7.5942886e+09           2.2617175e-01           2.9060228e+15          
9.1347799e+32           4.4391190e+14           1.2627086e+07           7.5704988e+09           2.2840584e-01           2.9152838e+15          
9.1347410e+32           4.4972273e+14           1.2667678e+07           7.5467934e+09           2.3066131e-01           2.9245654e+15          
